cod_articulo,nom_articulo,clase_abc,urgencia,alerta,comprar,cant_master,inversion_usd,ventas_ult_3m,pred_esperada,objetivo,stock_seguridad,posicion,stock_fisico,en_camino,pendiente_entregar,alcance_meses,prob_demanda,tendencia,pedidos_taller_3m,meses_desde_ultima_venta,Fob
CAGLI4128112-SP-39,Grinding wheel seat,B,BAJO: con cobertura,,2,1,1.0,7.0,3.9,10.3,6.4,9.0,9.0,0,0,11.6,60.0,1.8,0.0,0,0.4
PDB22001-SP-96,SWITCH,A,BAJO: con cobertura,,3,1,0.0,3.0,4.3,12.5,8.2,10.0,10.0,0,0,11.6,71.0,1.2,0.0,0,0.0
GRT75-2-SP-21,THROTTLELEVERASSEMBLY,A,BAJO: con cobertura,,5,1,32.0,7.0,10.2,28.0,17.8,24.0,4.0,20,0,11.7,87.0,1.0,1.0,0,6.4
ING-MMA1805-SP-19,Quick Commector Subassembly Black,B,BAJO: con cobertura,,2,1,1.0,0.0,1.3,4.3,3.1,3.0,3.0,0,0,11.9,35.0,,0.0,6,0.7
LM385-SP-36,wheel,B,BAJO: con cobertura,,1,1,1.0,0.0,3.8,9.8,6.0,9.0,9.0,0,0,11.9,49.0,0.0,0.0,3,1.2
MG1309-SP-12,Switch,B,BAJO: con cobertura,,1,1,0.0,1.0,2.9,7.4,4.5,7.0,7.0,0,0,11.9,52.0,0.7,0.0,1,0.3
AC402001-SP-MOTOR,Motor,A,BAJO: con cobertura,,3,1,388.0,2.0,1.2,5.1,3.9,3.0,3.0,0,0,12.0,38.0,2.0,2.0,0,129.3
GE150006ES-SP-40,AutomaticVoltageRegulator,A,BAJO: con cobertura,,4,1,130.0,2.0,4.2,13.3,9.2,10.0,4.0,6,0,12.0,62.0,0.8,3.0,2,32.5
GSE50001-SP-1-7-4,Startingmotorassembly,A,BAJO: con cobertura,,2,1,68.0,0.0,0.4,2.3,1.9,1.0,1.0,0,0,12.0,19.0,0.0,0.0,3,34.0
CIWLI2085-SP-5-7,Output shaft assembly,B,BAJO: con cobertura,,2,1,9.0,4.0,4.2,11.6,7.4,10.0,10.0,0,0,12.0,47.0,1.3,0.0,2,4.3
VC12202-SP-30,Dust Paper Bag,A,BAJO: con cobertura,,9,1,6.0,20.0,20.4,57.7,37.3,49.0,24.0,25,0,12.0,65.0,1.8,19.0,1,0.6
CS18538-SP-1/2/6/15,STENT COMPONENT,B,BAJO: con cobertura,,1,1,2.0,2.0,1.7,4.8,3.1,4.0,4.0,0,0,12.0,33.0,2.0,4.0,2,2.4
PDB15006-SP-102,REPUESTOPDB15006-SP-102SWITHCSUBASSEMBLY,B,BAJO: con cobertura,,1,1,1.0,3.0,2.9,7.6,4.7,7.0,7.0,0,0,12.0,57.0,2.0,0.0,1,1.1
MX218008-SP-1-A,RightRabble,A,BAJO: con cobertura,,7,1,25.0,6.0,21.4,58.9,37.6,52.0,22.0,30,0,12.2,82.0,0.4,16.0,1,3.6
GBC5434421-SP-2-16,QuichChange,B,BAJO: con cobertura,,2,1,0.0,0.0,0.8,3.0,2.2,2.0,2.0,0,0,12.2,14.0,,0.0,15,0.0
CIDLI1222-SP-3,GearBoxAssy,B,BAJO: con cobertura,,2,1,0.0,0.0,2.5,7.0,4.6,6.0,6.0,0,0,12.2,43.0,0.0,0.0,5,0.0
GLM196201-SP-63,AirFilterAssembly,B,BAJO: con cobertura,,1,1,0.0,0.0,1.6,4.9,3.3,4.0,4.0,0,0,12.2,29.0,0.0,0.0,5,0.0
AC402001-SP-25,ConnectingRod,B,BAJO: con cobertura,,1,1,0.0,0.0,0.4,1.7,1.3,1.0,1.0,0,0,12.3,14.0,,0.0,10,0.0
GCP100-1-SP-RS,recoil starting,B,BAJO: con cobertura,,1,1,15.0,1.0,2.0,5.7,3.7,5.0,5.0,0,0,12.4,47.0,0.5,0.0,2,15.1
GHPW2003-SP-CAR.,Carburetor,B,BAJO: con cobertura,,3,1,0.0,0.0,2.0,7.1,5.1,5.0,5.0,0,0,12.4,35.0,0.0,0.0,5,0.0
CSPLI2016-SP-4,Switch Block,B,BAJO: con cobertura,,3,1,7.0,0.0,5.2,15.9,10.7,13.0,5.0,8,0,12.5,43.0,0.0,0.0,4,2.2
HG2000385-SP-6,heatingwireassembly,B,BAJO: con cobertura,,2,1,7.0,0.0,1.6,5.5,3.9,4.0,4.0,0,0,12.5,32.0,,0.0,6,3.3
UAC20246-SP-64,Quickcoupler,A,BAJO: con cobertura,,4,1,5.0,12.0,20.8,55.2,34.5,52.0,52.0,0,0,12.5,81.0,1.1,0.0,0,1.2
GCP100-2-SP-CAR,carburetor,A,BAJO: con cobertura,,3,1,44.0,1.0,5.2,15.7,10.5,13.0,7.0,6,0,12.6,71.0,0.3,0.0,2,14.7
VC14122-SP-31,Fb18PlasticBrush,B,BAJO: con cobertura,,1,1,1.0,2.0,2.0,5.5,3.6,5.0,0.0,5,0,12.6,50.0,0.8,0.0,2,1.4
GDW65001-SP-53,FuelPump,A,BAJO: con cobertura,,2,1,26.0,2.0,3.6,10.9,7.4,9.0,5.0,4,0,12.7,58.0,2.0,5.0,2,13.2
GWP302-SP-1-25,CARBURETOR,A,BAJO: con cobertura,,1,1,5.0,8.0,10.2,26.3,16.1,26.0,6.0,20,0,12.7,89.0,1.0,9.0,0,4.7
CSGLI2003-SP-17,Spool,B,BAJO: con cobertura,,3,1,1.0,0.0,1.6,6.0,4.4,4.0,4.0,0,0,12.7,32.0,,0.0,7,0.4
CRSLI1151-SP-2/3/4,Terminal/PCB/SWITCH,B,BAJO: con cobertura,,1,1,6.0,0.0,0.4,1.5,1.1,1.0,1.0,0,0,12.8,16.0,,0.0,9,6.0
TP15003-SP-56,Belt,A,BAJO: con cobertura,,6,1,4.0,3.0,12.9,38.1,25.2,33.0,13.0,20,0,12.8,82.0,0.4,0.0,0,0.7
HPWR30008-SP-6,QCNozzles,A,BAJO: con cobertura,,4,1,3.0,9.0,5.8,19.0,13.1,15.0,15.0,0,0,12.8,71.0,1.3,15.0,1,0.7
GDW65001-SP-3-7-8,Voltregulator,A,BAJO: con cobertura,,3,1,12.0,0.0,1.2,5.6,4.5,3.0,3.0,0,0,12.9,26.0,,0.0,6,4.0
SPG5008-2-SP-46,aluminumcans,A,BAJO: con cobertura,,6,1,12.0,0.0,8.1,26.1,17.9,21.0,1.0,20,0,12.9,64.0,0.0,0.0,3,2.0
ING-CD2201-SP-52/53,Kdc-300A/Red16Mm21.5M,B,BAJO: con cobertura,,1,1,0.0,0.0,0.8,2.6,1.9,2.0,2.0,0,0,12.9,25.0,,0.0,7,0.0
GHPW2003-SP-27-SUPER,WATER PUMP,A,BAJO: con cobertura,,6,1,329.0,2.0,11.9,36.7,24.7,31.0,19.0,12,0,13.0,75.0,0.3,0.0,2,54.8
GBC5434411-SP-1-34,OilTankProtectPlate,B,BAJO: con cobertura,,1,1,0.0,1.0,5.0,13.4,8.4,13.0,13.0,0,0,13.0,64.0,0.7,0.0,0,0.3
HPWR14008-SP-E-24,inlte tube,A,BAJO: con cobertura,,3,1,0.0,8.0,12.2,34.2,22.1,32.0,32.0,0,0,13.1,86.0,0.8,0.0,0,0.0
PDB130018-SP-1-6,Head assembly (assembly),A,BAJO: con cobertura,,3,1,19.0,0.0,2.7,9.4,6.7,7.0,7.0,0,0,13.2,56.0,0.0,0.0,3,6.2
AC1301008-SP-73,Switch,B,BAJO: con cobertura,,1,1,4.0,2.0,1.9,5.2,3.3,5.0,0.0,5,0,13.3,46.0,1.3,1.0,1,3.8
SPD7508-SP-2,Infloat Switch,B,BAJO: con cobertura,,2,1,4.0,0.0,3.0,9.2,6.2,8.0,8.0,0,0,13.4,44.0,0.0,0.0,4,2.2
GCP060-2-SP-34,Belt,A,BAJO: con cobertura,,5,1,0.0,0.0,2.6,11.7,9.1,7.0,7.0,0,0,13.4,37.0,0.0,0.0,3,0.0
GE150006ES-SP-4.2,CarbonBrushComp,B,BAJO: con cobertura,,1,1,0.0,1.0,1.1,3.4,2.3,3.0,3.0,0,0,13.4,25.0,2.0,0.0,0,0.0
GC6101-SP-8-7,OuterRubberTyre3.5-6,B,BAJO: con cobertura,,2,1,0.0,4.0,1.9,6.1,4.3,5.0,5.0,0,0,13.5,41.0,2.0,0.0,1,0.0
BM2S24001-SP-14,Rotor,A,BAJO: con cobertura,,3,1,51.0,0.0,1.1,5.1,4.0,3.0,3.0,0,0,13.6,30.0,0.0,0.0,3,17.0
PDB22001-SP-31,SIDEHANDLE,A,BAJO: con cobertura,,3,1,9.0,3.0,4.0,13.1,9.1,11.0,11.0,0,0,13.6,58.0,2.0,8.0,0,3.0
AC255011-SP-53,Check Valve,A,BAJO: con cobertura,,9,1,8.0,12.0,11.7,40.4,28.7,32.0,2.0,30,0,13.6,66.0,1.8,0.0,2,0.9
GWP202-SP-1-19,Muffler,A,BAJO: con cobertura,,2,1,6.0,1.0,1.8,6.8,5.0,5.0,5.0,0,0,13.6,47.0,1.0,0.0,0,3.2
PDB22001-SP-80,MAINHANDLECOVER,B,BAJO: con cobertura,,1,1,2.0,1.0,2.9,8.5,5.6,8.0,8.0,0,0,13.6,54.0,1.0,0.0,1,2.2
GE35006-SP-10-65,RECOILSTARTERASSEMBLY,A,BAJO: con cobertura,,1,1,0.0,3.0,2.9,8.9,6.0,8.0,8.0,0,0,13.6,64.0,1.0,4.0,0,0.0
AGL02301-SP-1-68,pump head,B,BAJO: con cobertura,,1,1,0.0,0.0,0.4,1.5,1.1,1.0,1.0,0,0,13.7,14.0,,0.0,11,0.0
BM2S24001-SP-93,Movingguard,B,BAJO: con cobertura,,1,1,3.0,1.0,0.7,2.1,1.4,2.0,2.0,0,0,13.8,20.0,2.0,0.0,2,2.9
JAP15001-SP-152,Motor,B,BAJO: con cobertura,,1,1,40.0,1.0,0.7,2.2,1.5,2.0,2.0,0,0,13.9,31.0,2.0,0.0,0,40.0
GEA55221-SP-S.A,switch assembly,A,BAJO: con cobertura,,4,1,9.0,8.0,7.9,25.5,17.6,22.0,22.0,0,0,14.0,75.0,2.0,10.0,0,2.3
VC24751-SP-M.B.B,40 Metal Bottom Belt Wheel Earth Brush Assembly,B,BAJO: con cobertura,,1,1,4.0,1.0,1.1,3.2,2.1,3.0,3.0,0,0,14.0,39.0,2.0,0.0,0,4.4
AG7118-SP-33,Carbon Brush,A,BAJO: con cobertura,,4,1,1.0,1.0,1.4,7.6,6.1,4.0,4.0,0,0,14.0,36.0,2.0,0.0,0,0.3
ING-MMA1302-SP-Q.M.R,Quick male connector assembly,A,BAJO: con cobertura,,4,1,3.0,5.0,8.8,28.6,19.9,25.0,25.0,0,0,14.2,76.0,0.8,0.0,0,0.8
AG90028-SP-36,CarbonBrush,A,BAJO: con cobertura,,2,1,1.0,0.0,0.7,3.6,2.9,2.0,2.0,0,0,14.2,17.0,,0.0,17,0.3
ING-MMA2506-SP-24,DC fan,B,BAJO: con cobertura,,1,1,3.0,0.0,1.1,3.4,2.3,3.0,3.0,0,0,14.3,17.0,0.0,0.0,3,3.0
AC255011-SP-26,Breathing Plug,B,BAJO: con cobertura,,1,1,0.0,0.0,6.7,19.6,12.9,19.0,19.0,0,0,14.3,48.0,0.0,0.0,3,0.1
GPT361-2-SP-4,Clutch,A,BAJO: con cobertura,,2,1,38.0,2.0,1.4,5.2,3.9,4.0,4.0,0,0,14.7,41.0,2.0,0.0,0,18.9
GCP060-2-SP-13,Clutchassembly,B,BAJO: con cobertura,,1,1,0.0,0.0,1.0,3.3,2.3,3.0,3.0,0,0,14.8,17.0,0.0,0.0,5,0.0
ING-MMA1302-SP-26,Switch,B,BAJO: con cobertura,,1,1,0.0,0.0,0.7,2.2,1.5,2.0,2.0,0,0,14.8,15.0,,0.0,12,0.0
GWP302-SP-1-28,AirFilter,A,BAJO: con cobertura,,2,1,0.0,0.0,1.0,4.5,3.5,3.0,3.0,0,0,14.9,28.0,0.0,0.0,3,0.0
MX218008-SP-1-B,LeftRabble,A,BAJO: con cobertura,,2,1,7.0,6.0,17.9,55.5,37.6,54.0,24.0,30,0,15.0,82.0,0.4,10.0,1,3.6
GSE50001-SP-B2-10-NEW,Stator,A,BAJO: con cobertura,,2,1,0.0,0.0,0.3,2.5,2.2,1.0,1.0,0,0,15.0,13.0,,0.0,21,0.0
HPWR30008-SP-26,MOTOR,A,BAJO: con cobertura,,2,1,265.0,0.0,1.0,4.3,3.3,3.0,3.0,0,0,15.1,34.0,0.0,0.0,5,132.6
GHPW2003-SP-36,GreenNozzle25°,A,BAJO: con cobertura,,8,1,9.0,1.0,14.8,52.3,37.5,45.0,45.0,0,0,15.2,78.0,0.2,20.0,0,1.1
TS15007-SP-20/23/38-55/159,backstop,B,BAJO: con cobertura,,1,1,6.0,0.0,0.7,2.4,1.8,2.0,2.0,0,0,15.2,20.0,,0.0,9,6.0
AG110018-SP-25,Rotor,B,BAJO: con cobertura,,1,1,6.0,0.0,1.3,4.6,3.3,4.0,4.0,0,0,15.3,36.0,0.0,0.0,3,5.6
WAY1A10-SP-G.F.E,Gun filter element assembly,A,BAJO: con cobertura,,6,1,3.0,8.0,6.8,26.7,19.9,21.0,21.0,0,0,15.4,56.0,1.8,0.0,2,0.5
PBS12001-SP-73,REPUESTOINGCOPBS12001-SP-73FRONTWHEEL,B,BAJO: con cobertura,,1,1,2.0,0.0,1.0,3.1,2.1,3.0,3.0,0,0,15.4,29.0,0.0,0.0,5,2.1
ASG4041-SP-16-18/22-24,BOTTLE ASSY,B,BAJO: con cobertura,,1,1,0.0,0.0,0.6,2.5,1.8,2.0,2.0,0,0,15.6,18.0,,0.0,8,0.0
GE90006-SP-14-39,STARTING MOTOR ASSEMBLY,B,BAJO: con cobertura,,1,1,15.0,0.0,0.6,2.2,1.6,2.0,2.0,0,0,16.4,15.0,,0.0,12,15.2
GDW65001-SP-202,GDW65001-SP-CABLE,A,BAJO: con cobertura,,2,1,0.0,0.0,0.6,3.3,2.7,2.0,2.0,0,0,16.6,12.0,,0.0,20,0.0
BJ9508-SP-55,GrindingWheel,A,BAJO: con cobertura,,4,1,8.0,0.0,7.2,27.9,20.7,24.0,24.0,0,0,16.7,54.0,0.0,0.0,3,1.9
GWP402-SP-1-49,FuelTankAssembly,B,BAJO: con cobertura,,1,1,0.0,0.0,0.9,3.5,2.6,3.0,3.0,0,0,16.7,15.0,,0.0,6,0.0
HPWR13018-SP-S.G,Spray gun,A,BAJO: con cobertura,,4,1,18.0,0.0,1.8,9.5,7.7,6.0,6.0,0,0,16.8,39.0,0.0,0.0,5,4.5
GVR-2-SP-CAR,carburetor,B,BAJO: con cobertura,,2,1,29.0,0.0,1.5,6.1,4.7,5.0,5.0,0,0,16.9,23.0,,0.0,7,14.7
GE150006ES-SP-1-33,FUEL PUMP,B,BAJO: con cobertura,,1,1,14.0,0.0,0.6,2.3,1.7,2.0,2.0,0,0,17.2,15.0,,0.0,8,13.6
DP207502-SP-73,chuck,A,BAJO: con cobertura,,2,1,0.0,2.0,1.7,7.2,5.4,6.0,6.0,0,0,17.3,49.0,0.8,0.0,1,0.0
CM30-1-SP-38,MOTOR,A,BAJO: con cobertura,,2,1,73.0,0.0,2.0,8.1,6.1,7.0,5.0,2,0,17.6,47.0,0.0,0.0,3,36.7
CSPLI2001-SP-S.H,Switch + hose,A,BAJO: con cobertura,,2,1,2.0,0.0,0.6,3.3,2.8,2.0,2.0,0,0,17.9,14.0,,0.0,16,1.2
AG18008-SP-3,Wheel guard,A,BAJO: con cobertura,,1,1,1.0,2.0,1.7,6.2,4.6,6.0,6.0,0,0,18.1,45.0,2.0,4.0,0,1.4
GCP100-2-SP-4,ENGINE,A,BAJO: con cobertura,,1,1,120.0,0.0,0.8,3.9,3.0,3.0,3.0,0,0,18.3,26.0,,0.0,6,120.2
AC301008-SP-45-68,Motor,A,BAJO: con cobertura,,1,1,73.0,0.0,0.8,3.8,2.9,3.0,3.0,0,0,18.7,25.0,,0.0,7,73.3
GWP202-SP-15,Casing,A,BAJO: con cobertura,,1,1,5.0,0.0,0.8,3.9,3.1,3.0,3.0,0,0,19.0,23.0,,0.0,8,5.1
AC255011-SP-49,Pressure Switch,B,BAJO: con cobertura,,1,1,3.0,0.0,0.8,3.5,2.7,3.0,3.0,0,0,19.0,21.0,,0.0,7,3.4
GDE50001-SP-55-9,STATOR,A,BAJO: con cobertura,,2,1,159.0,0.0,0.5,3.3,2.8,2.0,2.0,0,0,19.1,14.0,,0.0,12,79.4
AC1301008-SP-M.H,Machine Head,A,BAJO: con cobertura,,1,1,73.0,0.0,0.8,3.3,2.5,3.0,3.0,0,0,19.1,15.0,,1.0,16,73.0
RH150038-SP-1-26,Straight barrel assembly,A,BAJO: con cobertura,,1,1,12.0,0.0,0.5,3.0,2.5,2.0,2.0,0,0,19.3,17.0,,0.0,7,11.7
GB543201-SP-2-38,Carburetor,A,BAJO: con cobertura,,1,1,2.0,0.0,0.8,4.0,3.2,3.0,3.0,0,0,19.4,18.0,,0.0,18,2.4
GDE50001-SP-3-7-4,Startingmotorassembly,A,BAJO: con cobertura,,2,1,68.0,0.0,0.5,3.3,2.8,2.0,2.0,0,0,19.6,14.0,,0.0,15,34.0
MX11008-SP-2,chuck,B,BAJO: con cobertura,,1,1,4.0,0.0,0.8,3.8,3.1,3.0,3.0,0,0,19.8,18.0,,0.0,10,3.7
GCP125-2-SP-20,VibratorControlAssembly,A,BAJO: con cobertura,,2,1,61.0,0.0,1.2,6.7,5.4,5.0,5.0,0,0,20.2,30.0,0.0,0.0,3,30.6
CCVLI202301-SP-21,Vibrator  Assy,A,BAJO: con cobertura,,2,1,20.0,1.0,1.2,6.2,4.9,5.0,0.0,5,0,20.6,34.0,2.0,1.0,2,9.9
ING-TIG1601-SP-30,Tig torch,A,BAJO: con cobertura,,1,1,46.0,1.0,1.4,6.5,5.2,6.0,1.0,5,0,22.0,38.0,0.7,0.0,2,46.5
AC301008-SP-M.H,MachineHead,A,BAJO: con cobertura,,1,1,0.0,0.0,0.5,2.9,2.4,2.0,2.0,0,0,22.0,15.0,,0.0,10,0.0
GRT75-2-SP-26,CLUTCHASSEMBLY,A,BAJO: con cobertura,,1,1,28.0,2.0,1.3,6.1,4.8,6.0,3.0,3,0,22.8,30.0,2.0,0.0,1,27.8
EH5001-SP-6-13.1,Ropedrumandwireropeassembly(18m.),A,BAJO: con cobertura,,1,1,17.0,0.0,0.6,3.7,3.0,3.0,3.0,0,0,23.2,21.0,,2.0,10,16.6
AG9608-SP-33,Carbon Brush,A,BAJO: con cobertura,,2,1,1.0,0.0,1.0,6.4,5.4,5.0,5.0,0,0,24.3,17.0,,0.0,7,0.7
TS15008-SP-102,MotorParts,A,BAJO: con cobertura,,1,1,66.0,0.0,0.6,3.3,2.7,3.0,3.0,0,0,26.0,22.0,0.0,0.0,5,65.6
ACS215506-SP-53,ElectromagneticValve,A,BAJO: con cobertura,,1,1,8.0,0.0,1.6,10.4,8.8,10.0,10.0,0,0,30.9,26.0,,0.0,9,8.0
WGM1543-SP-1-57,Oil Tank Assy,A,BAJO: con cobertura,,1,1,1.0,0.0,1.0,6.3,5.4,6.0,6.0,0,0,31.0,17.0,,0.0,7,0.8
